id,user_id,wallet,balance,updated_at,trade_balance,currency_id_2.0,currency_id_3.0,currency_id_4.0,currency_id_5.0,currency_id_7.0,currency_id_8.0,currency_id_14.0,currency_id_15.0,currency_id_21.0,is_fraud
0.0,0.0007320644216691,0.0056706114398422,0.1887274273968498,0.0001232741617357,0.704225352112676,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0001230466346745,0.0007320644216691,0.0056706114398422,0.1887274273968498,0.0001232741617357,0.704225352112676,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.000246093269349,0.0007320644216691,0.0056706114398422,0.1887274273968498,0.0001232741617357,0.704225352112676,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0003691399040236,0.0007320644216691,0.0001232741617357,0.1887274273968498,0.0001232741617357,0.704225352112676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0004921865386981,0.0029282576866764,0.0003698224852071,0.2331230979875715,0.0001232741617357,0.7056338028169014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0006152331733727,0.0029282576866764,0.0003698224852071,0.1887274273968498,0.0002465483234714,0.704225352112676,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0007382798080472,0.0029282576866764,0.0002465483234714,0.1887283130403664,0.0001232741617357,0.704225352112676,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0008613264427217,0.0029282576866764,0.0002465483234714,0.1887274273968498,0.0002465483234714,0.704225352112676,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0009843730773963,0.0029282576866764,0.0001232741617357,0.1887274273968498,0.0001232741617357,0.704225352112676,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
0.0011074197120708,0.0032942898975109,0.0003698224852071,0.1902753230404833,0.0001232741617357,0.704225352112676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0012304663467454,0.0032942898975109,0.0003698224852071,0.1887274273968498,0.0003698224852071,0.704225352112676,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0013535129814199,0.0032942898975109,0.0002465483234714,0.1887274273968498,0.0003698224852071,0.704225352112676,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0014765596160944,0.0032942898975109,0.0002465483234714,0.1887274273968498,0.0003698224852071,0.7042281718309858,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
